"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"10228",10228,"male",1981,35,"middle",5,NA,"no",231,"건축 및 토목 공학 기술자 및 시험원",459.3,1,"서울"
"10229",10229,"male",1984,32,"middle",5,NA,"no",311,"행정 사무원",192.5,1,"서울"
"10232",10232,"male",1965,51,"middle",3,"divorce","no",771,"건설구조관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10235",10235,"male",2004,12,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10236",10236,"male",1989,27,"young",5,NA,"no",852,"냉 난방 관련 설비 조작원",178,7,"광주/전남/전북/제주도"
"10237",10237,"male",1962,54,"middle",1,"marriage","yes",239,"기타 공학 전문가 및 관련 종사자",180,7,"광주/전남/전북/제주도"
"10242",10242,"male",1957,59,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10244",10244,"male",1986,30,"middle",5,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"10245",10245,"male",1944,72,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10247",10247,"male",1962,54,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10249",10249,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10250",10250,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10251",10251,"male",1954,62,"old",1,"marriage","no",743,"용접원",130,7,"광주/전남/전북/제주도"
"10255",10255,"male",1974,42,"middle",1,"marriage","no",312,"경영관련 사무원",357.1,7,"광주/전남/전북/제주도"
"10256",10256,"male",1981,35,"middle",1,"marriage","no",873,"자동차 운전원",180.4,7,"광주/전남/전북/제주도"
"10257",10257,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10261",10261,"male",1977,39,"middle",1,"marriage","no",311,"행정 사무원",306.7,7,"광주/전남/전북/제주도"
"10263",10263,"male",2010,6,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10264",10264,"male",1942,74,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10266",10266,"male",1947,69,"old",3,"divorce","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10267",10267,"male",1924,92,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10269",10269,"male",1967,49,"middle",1,"marriage","no",873,"자동차 운전원",190,7,"광주/전남/전북/제주도"
"10271",10271,"male",1996,20,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10275",10275,"male",1938,78,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10276",10276,"male",1970,46,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10278",10278,"male",1995,21,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10279",10279,"male",2001,15,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10280",10280,"male",1944,72,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10282",10282,"male",1947,69,"old",1,"marriage","no",NA,NA,NA,2,"수도권(인천/경기)"
"10285",10285,"male",2007,9,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"10286",10286,"male",1936,80,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10288",10288,"male",1938,78,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10294",10294,"male",1963,53,"middle",1,"marriage","yes",235,"전기 전자 및 기계 공학 기술자 및 시험원",757,7,"광주/전남/전북/제주도"
"10296",10296,"male",1949,67,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10298",10298,"male",1973,43,"middle",5,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10301",10301,"male",1972,44,"middle",1,"marriage","no",811,"식품가공관련 기계조작원",172,7,"광주/전남/전북/제주도"
"10306",10306,"male",1948,68,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10309",10309,"male",1979,37,"middle",1,"marriage","yes",510,"영업 종사자",373,7,"광주/전남/전북/제주도"
"10311",10311,"male",2012,4,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10312",10312,"male",1952,64,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10316",10316,"male",1933,83,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10320",10320,"male",1951,65,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10323",10323,"male",1935,81,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10328",10328,"male",1985,31,"middle",1,"marriage","yes",NA,NA,NA,1,"서울"
"10329",10329,"male",2012,4,"young",0,NA,"no",NA,NA,NA,1,"서울"
"10330",10330,"male",1959,57,"middle",1,"marriage","yes",873,"자동차 운전원",433,7,"광주/전남/전북/제주도"
"10332",10332,"male",1987,29,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10333",10333,"male",1989,27,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10334",10334,"male",1973,43,"middle",1,"marriage","no",852,"냉 난방 관련 설비 조작원",425.7,7,"광주/전남/전북/제주도"
"10336",10336,"male",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10338",10338,"male",1955,61,"old",1,"marriage","yes",874,"물품이동 장비 조작원",NA,7,"광주/전남/전북/제주도"
"10340",10340,"male",1990,26,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10341",10341,"male",1967,49,"middle",1,"marriage","yes",311,"행정 사무원",302.5,7,"광주/전남/전북/제주도"
"10345",10345,"male",1944,72,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10347",10347,"male",1933,83,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10349",10349,"male",1942,74,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10351",10351,"male",1973,43,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10352",10352,"male",1970,46,"middle",5,NA,"no",811,"식품가공관련 기계조작원",361.8,7,"광주/전남/전북/제주도"
"10354",10354,"male",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10356",10356,"male",1976,40,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10358",10358,"male",2003,13,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10360",10360,"male",1942,74,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10362",10362,"male",1957,59,"middle",1,"marriage","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"10364",10364,"male",1988,28,"young",5,NA,"no",314,"비서 및 사무 보조원",120,7,"광주/전남/전북/제주도"
"10365",10365,"male",1991,25,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10368",10368,"male",1954,62,"old",3,"divorce","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10369",10369,"male",1932,84,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10371",10371,"male",1934,82,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10372",10372,"male",1934,82,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10376",10376,"male",1939,77,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10380",10380,"male",1940,76,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10383",10383,"male",1932,84,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10385",10385,"male",1955,61,"old",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,7,"광주/전남/전북/제주도"
"10389",10389,"male",1990,26,"young",5,NA,"no",873,"자동차 운전원",129,7,"광주/전남/전북/제주도"
"10390",10390,"male",1956,60,"old",1,"marriage","no",311,"행정 사무원",590.4,7,"광주/전남/전북/제주도"
"10393",10393,"male",1989,27,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10395",10395,"male",1930,86,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10397",10397,"male",1969,47,"middle",3,"divorce","no",710,"식품가공관련 기능 종사자",50,7,"광주/전남/전북/제주도"
"10398",10398,"male",1943,73,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10400",10400,"male",1942,74,"old",1,"marriage","no",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10402",10402,"male",1945,71,"old",1,"marriage","no",314,"비서 및 사무 보조원",NA,7,"광주/전남/전북/제주도"
"10404",10404,"male",1965,51,"middle",3,"divorce","yes",313,"회계 및 경리 사무원",266.3,7,"광주/전남/전북/제주도"
"10408",10408,"male",1961,55,"middle",1,"marriage","no",751,"자동차 정비원",110,7,"광주/전남/전북/제주도"
"10411",10411,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10412",10412,"male",1942,74,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10415",10415,"male",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10418",10418,"male",1940,76,"old",1,"marriage","no",992,"계기검침 수금 및 주차 관련 종사원",NA,7,"광주/전남/전북/제주도"
"10420",10420,"male",1942,74,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10422",10422,"male",1946,70,"old",1,"marriage","yes",248,"종교관련 종사자",NA,7,"광주/전남/전북/제주도"
"10424",10424,"male",1924,92,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10426",10426,"male",1940,76,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10428",10428,"male",1972,44,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10429",10429,"male",1950,66,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10431",10431,"male",1925,91,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10433",10433,"male",1947,69,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10435",10435,"male",1953,63,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10439",10439,"male",1958,58,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10443",10443,"male",1931,85,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10445",10445,"male",1946,70,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10447",10447,"male",1932,84,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10449",10449,"male",1946,70,"old",2,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10457",10457,"male",1974,42,"middle",5,NA,"no",431,"운송 서비스 종사자",200,7,"광주/전남/전북/제주도"
"10458",10458,"male",1960,56,"middle",1,"marriage","no",311,"행정 사무원",481.6,7,"광주/전남/전북/제주도"
"10462",10462,"male",1927,89,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10464",10464,"male",1937,79,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10465",10465,"male",1944,72,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10471",10471,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10474",10474,"male",1963,53,"middle",3,"divorce","no",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10480",10480,"male",1955,61,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10482",10482,"male",1938,78,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10484",10484,"male",1932,84,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10486",10486,"male",1940,76,"old",1,"marriage","no",630,"어업관련 종사자",NA,7,"광주/전남/전북/제주도"
"10489",10489,"male",1943,73,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10493",10493,"male",1952,64,"old",1,"marriage","no",710,"식품가공관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10497",10497,"male",1992,24,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10499",10499,"male",1996,20,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10501",10501,"male",1923,93,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10503",10503,"male",1925,91,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10505",10505,"male",1923,93,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10510",10510,"male",1965,51,"middle",1,"marriage","no",941,"청소원 및 환경 미화원",300,7,"광주/전남/전북/제주도"
"10514",10514,"male",2004,12,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10516",10516,"male",1946,70,"old",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"10520",10520,"male",1966,50,"middle",1,"marriage","yes",311,"행정 사무원",450,7,"광주/전남/전북/제주도"
"10523",10523,"male",2000,16,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10524",10524,"male",1965,51,"middle",1,"marriage","yes",231,"건축 및 토목 공학 기술자 및 시험원",313.6,7,"광주/전남/전북/제주도"
"10528",10528,"male",1979,37,"middle",1,"marriage","no",NA,NA,NA,1,"서울"
"10530",10530,"male",1950,66,"old",1,"marriage","no",743,"용접원",208.3,7,"광주/전남/전북/제주도"
"10532",10532,"male",1981,35,"middle",1,"marriage","no",246,"보건의료관련 종사자",272.1,7,"광주/전남/전북/제주도"
"10535",10535,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10536",10536,"male",1954,62,"old",1,"marriage","yes",274,"기술영업 및 중개 관련 종사자",NA,7,"광주/전남/전북/제주도"
"10539",10539,"male",1983,33,"middle",1,"marriage","yes",246,"보건의료관련 종사자",273.3,7,"광주/전남/전북/제주도"
"10541",10541,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10542",10542,"male",1955,61,"old",1,"marriage","yes",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10544",10544,"male",1982,34,"middle",5,NA,"yes",751,"자동차 정비원",150,7,"광주/전남/전북/제주도"
"10546",10546,"male",1963,53,"middle",1,"marriage","yes",753,"기계장비 설치 및 정비원",310.8,7,"광주/전남/전북/제주도"
"10548",10548,"male",1992,24,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10550",10550,"male",1962,54,"middle",1,"marriage","yes",311,"행정 사무원",433,7,"광주/전남/전북/제주도"
"10554",10554,"male",2005,11,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10556",10556,"male",1965,51,"middle",1,"marriage","yes",248,"종교관련 종사자",NA,7,"광주/전남/전북/제주도"
"10559",10559,"male",1999,17,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10560",10560,"male",1970,46,"middle",1,"marriage","no",774,"채굴 및 토목 관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10564",10564,"male",1963,53,"middle",1,"marriage","no",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"10566",10566,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10568",10568,"male",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10569",10569,"male",1969,47,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10572",10572,"male",1933,83,"old",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10574",10574,"male",1976,40,"middle",5,NA,"no",311,"행정 사무원",253.3,7,"광주/전남/전북/제주도"
"10575",10575,"male",1977,39,"middle",5,NA,"no",314,"비서 및 사무 보조원",100,7,"광주/전남/전북/제주도"
"10579",10579,"male",1967,49,"middle",1,"marriage","no",254,"문리 기술 및 예능 강사",201.6,7,"광주/전남/전북/제주도"
"10581",10581,"male",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10582",10582,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10583",10583,"male",1968,48,"middle",1,"marriage","yes",921,"하역 및 적재 단순 종사원",234.1,7,"광주/전남/전북/제주도"
"10585",10585,"male",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10589",10589,"male",1988,28,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10590",10590,"male",1966,50,"middle",1,"marriage","yes",510,"영업 종사자",116.6,7,"광주/전남/전북/제주도"
"10591",10591,"male",1977,39,"middle",1,"marriage","yes",285,"디자이너",NA,7,"광주/전남/전북/제주도"
"10594",10594,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10595",10595,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10596",10596,"male",1975,41,"middle",1,"marriage","yes",312,"경영관련 사무원",494.2,7,"광주/전남/전북/제주도"
"10599",10599,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10601",10601,"male",1995,21,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10603",10603,"male",1974,42,"middle",1,"marriage","no",921,"하역 및 적재 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10606",10606,"male",2003,13,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10608",10608,"male",1987,29,"young",5,NA,"yes",311,"행정 사무원",171.6,7,"광주/전남/전북/제주도"
"10613",10613,"male",1978,38,"middle",1,"marriage","no",841,"주조 및 금속 가공관련 기계조작원",177,7,"광주/전남/전북/제주도"
"10614",10614,"male",2012,4,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10615",10615,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10616",10616,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10617",10617,"male",1976,40,"middle",1,"marriage","no",792,"배관공",NA,7,"광주/전남/전북/제주도"
"10620",10620,"male",2005,11,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10621",10621,"male",1961,55,"middle",1,"marriage","no",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10626",10626,"male",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10629",10629,"male",1971,45,"middle",1,"marriage","yes",743,"용접원",NA,7,"광주/전남/전북/제주도"
"10631",10631,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10634",10634,"male",1951,65,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10636",10636,"male",1951,65,"old",1,"marriage","no",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10639",10639,"male",1948,68,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10646",10646,"male",1974,42,"middle",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10647",10647,"male",1960,56,"middle",1,"marriage","no",930,"제조관련 단순 종사원",338.4,7,"광주/전남/전북/제주도"
"10649",10649,"male",1934,82,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10652",10652,"male",1993,23,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10653",10653,"male",1969,47,"middle",3,"divorce","no",743,"용접원",NA,7,"광주/전남/전북/제주도"
"10654",10654,"male",1940,76,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10655",10655,"male",1940,76,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10657",10657,"male",1937,79,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10659",10659,"male",1934,82,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10666",10666,"male",1979,37,"middle",3,"divorce","no",873,"자동차 운전원",214,2,"수도권(인천/경기)"
"10669",10669,"male",1970,46,"middle",1,"marriage","yes",630,"어업관련 종사자",NA,7,"광주/전남/전북/제주도"
"10670",10670,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10673",10673,"male",1937,79,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10675",10675,"male",1958,58,"middle",1,"marriage","no",743,"용접원",459.1,7,"광주/전남/전북/제주도"
"10679",10679,"male",1984,32,"middle",1,"marriage","no",510,"영업 종사자",305,7,"광주/전남/전북/제주도"
"10680",10680,"male",2013,3,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10683",10683,"male",1946,70,"old",1,"marriage","yes",942,"경비원 및 검표원",140,7,"광주/전남/전북/제주도"
"10685",10685,"male",1936,80,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10689",10689,"male",1934,82,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10691",10691,"male",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10692",10692,"male",1943,73,"old",1,"marriage","no",942,"경비원 및 검표원",152.3,7,"광주/전남/전북/제주도"
"10695",10695,"male",1964,52,"middle",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"10697",10697,"male",1992,24,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10698",10698,"male",1995,21,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10702",10702,"male",1980,36,"middle",1,"marriage","no",411,"경찰 소방 및 교도 관련 종사자",344.1,7,"광주/전남/전북/제주도"
"10703",10703,"male",1982,34,"middle",1,"marriage","yes",312,"경영관련 사무원",425.7,7,"광주/전남/전북/제주도"
"10704",10704,"male",1984,32,"middle",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10706",10706,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10707",10707,"male",2011,5,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10708",10708,"male",1969,47,"middle",1,"marriage","no",751,"자동차 정비원",NA,7,"광주/전남/전북/제주도"
"10712",10712,"male",1956,60,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10715",10715,"male",1988,28,"young",5,NA,"no",930,"제조관련 단순 종사원",292,7,"광주/전남/전북/제주도"
"10716",10716,"male",1983,33,"middle",1,"marriage","no",521,"매장 판매 종사자",250,1,"서울"
"10717",10717,"male",1969,47,"middle",1,"marriage","yes",873,"자동차 운전원",NA,7,"광주/전남/전북/제주도"
"10721",10721,"male",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10722",10722,"male",1940,76,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10724",10724,"male",1975,41,"middle",1,"marriage","no",899,"기타 제조관련 기계조작원",260,7,"광주/전남/전북/제주도"
"10726",10726,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10727",10727,"male",2009,7,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10729",10729,"male",1987,29,"young",5,NA,"yes",NA,NA,NA,6,"강원/충북"
"10730",10730,"male",1939,77,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10732",10732,"male",1935,81,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10734",10734,"male",1957,59,"middle",2,NA,"yes",772,"건설관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10735",10735,"male",1952,64,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10737",10737,"male",1987,29,"young",5,NA,"yes",311,"행정 사무원",143.7,7,"광주/전남/전북/제주도"
"10744",10744,"male",1975,41,"middle",1,"marriage","yes",510,"영업 종사자",326.7,7,"광주/전남/전북/제주도"
"10747",10747,"male",2010,6,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10748",10748,"male",1935,81,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10751",10751,"male",1978,38,"middle",1,"marriage","no",222,"정보시스템 개발 전문가",NA,7,"광주/전남/전북/제주도"
"10753",10753,"male",1947,69,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10755",10755,"male",1979,37,"middle",5,NA,"no",521,"매장 판매 종사자",254,7,"광주/전남/전북/제주도"
"10758",10758,"male",1950,66,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10760",10760,"male",1979,37,"middle",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10764",10764,"male",1991,25,"young",5,NA,"yes",910,"건설 및 광업 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10765",10765,"male",1938,78,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10767",10767,"male",1937,79,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10776",10776,"male",1972,44,"middle",1,"marriage","no",930,"제조관련 단순 종사원",375,7,"광주/전남/전북/제주도"
"10779",10779,"male",2002,14,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10781",10781,"male",1948,68,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10785",10785,"male",1998,18,"young",0,NA,"yes",NA,NA,NA,1,"서울"
"10786",10786,"male",1963,53,"middle",3,"divorce","no",873,"자동차 운전원",NA,1,"서울"
"10789",10789,"male",1936,80,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10793",10793,"male",1926,90,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10795",10795,"male",1980,36,"middle",1,"marriage","no",874,"물품이동 장비 조작원",375,7,"광주/전남/전북/제주도"
"10797",10797,"male",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10799",10799,"male",1935,81,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10801",10801,"male",1938,78,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10803",10803,"male",1941,75,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
