"","X","sex","birth","age","ageg","marriage","group_marriage","religion","code_job","job","income","code_region","region"
"10321",10321,"female",1958,58,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10322",10322,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10324",10324,"female",1935,81,"old",2,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10325",10325,"female",1929,87,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10326",10326,"female",1958,58,"middle",3,"divorce","no",521,"매장 판매 종사자",64.2,7,"광주/전남/전북/제주도"
"10327",10327,"female",1989,27,"young",1,"marriage","no",NA,NA,NA,1,"서울"
"10331",10331,"female",1954,62,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",110,7,"광주/전남/전북/제주도"
"10335",10335,"female",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10337",10337,"female",1975,41,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10339",10339,"female",1962,54,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10342",10342,"female",1966,50,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10343",10343,"female",2003,13,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10344",10344,"female",1942,74,"old",2,NA,"yes",951,"가사 및 육아 도우미",20,7,"광주/전남/전북/제주도"
"10346",10346,"female",1951,65,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10348",10348,"female",1938,78,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",20,7,"광주/전남/전북/제주도"
"10350",10350,"female",1945,71,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",20,7,"광주/전남/전북/제주도"
"10353",10353,"female",1934,82,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10355",10355,"female",1952,64,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10357",10357,"female",2002,14,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10359",10359,"female",1979,37,"middle",1,"marriage","yes",246,"보건의료관련 종사자",130,7,"광주/전남/전북/제주도"
"10361",10361,"female",1943,73,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10363",10363,"female",1965,51,"middle",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",185,7,"광주/전남/전북/제주도"
"10366",10366,"female",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10367",10367,"female",1930,86,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10370",10370,"female",1936,80,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10373",10373,"female",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10374",10374,"female",1942,74,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10375",10375,"female",1934,82,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10377",10377,"female",1941,75,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10378",10378,"female",1936,80,"old",2,NA,"no",442,"음식서비스 종사자",20,7,"광주/전남/전북/제주도"
"10379",10379,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10381",10381,"female",1928,88,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10382",10382,"female",1927,89,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10384",10384,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10386",10386,"female",1960,56,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,7,"광주/전남/전북/제주도"
"10387",10387,"female",1985,31,"middle",5,NA,"no",245,"치료사 및 의료기사",210,7,"광주/전남/전북/제주도"
"10388",10388,"female",1987,29,"young",5,NA,"no",245,"치료사 및 의료기사",180,7,"광주/전남/전북/제주도"
"10391",10391,"female",1960,56,"middle",1,"marriage","yes",422,"이 미용 및 관련 서비스 종사자",NA,7,"광주/전남/전북/제주도"
"10392",10392,"female",1986,30,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10394",10394,"female",2014,2,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10396",10396,"female",1938,78,"old",1,"marriage","no",710,"식품가공관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10399",10399,"female",1946,70,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10401",10401,"female",1945,71,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10403",10403,"female",1955,61,"old",1,"marriage","no",421,"의료 복지 관련 서비스 종사자",125,7,"광주/전남/전북/제주도"
"10405",10405,"female",1992,24,"young",5,NA,"yes",245,"치료사 및 의료기사",149,7,"광주/전남/전북/제주도"
"10406",10406,"female",1995,21,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10407",10407,"female",1944,72,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10409",10409,"female",1968,48,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10410",10410,"female",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10413",10413,"female",1947,69,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10414",10414,"female",1968,48,"middle",3,"divorce","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10416",10416,"female",1938,78,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10417",10417,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10419",10419,"female",1942,74,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10421",10421,"female",1947,69,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10423",10423,"female",1950,66,"old",1,"marriage","yes",951,"가사 및 육아 도우미",NA,7,"광주/전남/전북/제주도"
"10425",10425,"female",1929,87,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10427",10427,"female",1945,71,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10430",10430,"female",1956,60,"old",1,"marriage","no",421,"의료 복지 관련 서비스 종사자",85,7,"광주/전남/전북/제주도"
"10432",10432,"female",1937,79,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10434",10434,"female",1950,66,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10436",10436,"female",1963,53,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10437",10437,"female",1994,22,"young",5,NA,"no",422,"이 미용 및 관련 서비스 종사자",178.5,1,"서울"
"10438",10438,"female",1933,83,"old",2,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10440",10440,"female",1964,52,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10441",10441,"female",1987,29,"young",5,NA,"no",246,"보건의료관련 종사자",141.6,7,"광주/전남/전북/제주도"
"10442",10442,"female",1989,27,"young",5,NA,"no",246,"보건의료관련 종사자",152,7,"광주/전남/전북/제주도"
"10444",10444,"female",1932,84,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10446",10446,"female",1952,64,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10448",10448,"female",1935,81,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10450",10450,"female",1933,83,"old",2,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10451",10451,"female",1937,79,"old",2,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10452",10452,"female",1939,77,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10453",10453,"female",1932,84,"old",2,NA,"yes",991,"농립어업관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10454",10454,"female",1937,79,"old",2,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10455",10455,"female",1933,83,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10456",10456,"female",1933,83,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10459",10459,"female",1959,57,"middle",1,"marriage","no",421,"의료 복지 관련 서비스 종사자",186.3,7,"광주/전남/전북/제주도"
"10460",10460,"female",1982,34,"middle",5,NA,"no",313,"회계 및 경리 사무원",175,7,"광주/전남/전북/제주도"
"10461",10461,"female",1983,33,"middle",5,NA,"no",314,"비서 및 사무 보조원",NA,7,"광주/전남/전북/제주도"
"10463",10463,"female",1941,75,"old",1,"marriage","no",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10466",10466,"female",1945,71,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10467",10467,"female",1926,90,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10468",10468,"female",1941,75,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10469",10469,"female",1970,46,"middle",3,"divorce","no",421,"의료 복지 관련 서비스 종사자",70,7,"광주/전남/전북/제주도"
"10470",10470,"female",1994,22,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10472",10472,"female",1936,80,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10473",10473,"female",1940,76,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10475",10475,"female",1946,70,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10476",10476,"female",1938,78,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10477",10477,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10478",10478,"female",1950,66,"old",2,NA,"no",999,"기타 서비스관련 단순 종사원",NA,7,"광주/전남/전북/제주도"
"10479",10479,"female",1937,79,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10481",10481,"female",1960,56,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10483",10483,"female",1940,76,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10485",10485,"female",1922,94,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10487",10487,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10488",10488,"female",1954,62,"old",3,"divorce","yes",510,"영업 종사자",166.7,7,"광주/전남/전북/제주도"
"10490",10490,"female",1947,69,"old",1,"marriage","yes",421,"의료 복지 관련 서비스 종사자",80,7,"광주/전남/전북/제주도"
"10491",10491,"female",1928,88,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10492",10492,"female",1935,81,"old",2,NA,"yes",NA,NA,NA,1,"서울"
"10494",10494,"female",1959,57,"middle",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10495",10495,"female",1988,28,"young",5,NA,"no",243,"간호사",220,7,"광주/전남/전북/제주도"
"10496",10496,"female",1990,26,"young",5,NA,"no",245,"치료사 및 의료기사",170,7,"광주/전남/전북/제주도"
"10498",10498,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10500",10500,"female",1963,53,"middle",3,"divorce","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10502",10502,"female",1924,92,"old",6,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10504",10504,"female",1936,80,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10506",10506,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10507",10507,"female",1927,89,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10508",10508,"female",1938,78,"old",2,NA,"yes",942,"경비원 및 검표원",80,7,"광주/전남/전북/제주도"
"10509",10509,"female",1933,83,"old",2,NA,"yes",941,"청소원 및 환경 미화원",20,7,"광주/전남/전북/제주도"
"10511",10511,"female",1964,52,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10512",10512,"female",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10513",10513,"female",2002,14,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10515",10515,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10517",10517,"female",1952,64,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10518",10518,"female",1953,63,"old",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10519",10519,"female",1946,70,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10521",10521,"female",1970,46,"middle",1,"marriage","yes",311,"행정 사무원",400,7,"광주/전남/전북/제주도"
"10522",10522,"female",1996,20,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10525",10525,"female",1968,48,"middle",1,"marriage","yes",313,"회계 및 경리 사무원",153.3,7,"광주/전남/전북/제주도"
"10526",10526,"female",1993,23,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10527",10527,"female",1994,22,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10529",10529,"female",1978,38,"middle",1,"marriage","no",251,"대학 교수 및 강사",238,1,"서울"
"10531",10531,"female",1954,62,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10533",10533,"female",1980,36,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10534",10534,"female",2008,8,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10537",10537,"female",1960,56,"middle",1,"marriage","yes",441,"주방장 및 조리사",151.6,7,"광주/전남/전북/제주도"
"10538",10538,"female",1985,31,"middle",5,NA,"yes",252,"학교 교사",320,7,"광주/전남/전북/제주도"
"10540",10540,"female",1984,32,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10543",10543,"female",1958,58,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10545",10545,"female",1984,32,"middle",5,NA,"yes",254,"문리 기술 및 예능 강사",101.6,7,"광주/전남/전북/제주도"
"10547",10547,"female",1968,48,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10549",10549,"female",1996,20,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10551",10551,"female",1966,50,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10552",10552,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10553",10553,"female",1999,17,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10555",10555,"female",1937,79,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10557",10557,"female",1967,49,"middle",1,"marriage","yes",248,"종교관련 종사자",NA,7,"광주/전남/전북/제주도"
"10558",10558,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10561",10561,"female",1972,44,"middle",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",NA,7,"광주/전남/전북/제주도"
"10562",10562,"female",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10563",10563,"female",2002,14,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10565",10565,"female",1968,48,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10567",10567,"female",1998,18,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10570",10570,"female",1971,45,"middle",1,"marriage","no",773,"건축마감관련 기능 종사자",NA,7,"광주/전남/전북/제주도"
"10571",10571,"female",1932,84,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10573",10573,"female",1949,67,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10576",10576,"female",1946,70,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10577",10577,"female",1961,55,"middle",3,"divorce","no",441,"주방장 및 조리사",166.6,7,"광주/전남/전북/제주도"
"10578",10578,"female",1986,30,"middle",5,NA,"yes",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10580",10580,"female",1972,44,"middle",1,"marriage","yes",442,"음식서비스 종사자",NA,7,"광주/전남/전북/제주도"
"10584",10584,"female",1973,43,"middle",1,"marriage","yes",952,"음식관련 단순 종사원",75,7,"광주/전남/전북/제주도"
"10586",10586,"female",2000,16,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10587",10587,"female",1961,55,"middle",1,"marriage","yes",510,"영업 종사자",433.3,7,"광주/전남/전북/제주도"
"10588",10588,"female",1986,30,"middle",5,NA,"yes",312,"경영관련 사무원",150.6,7,"광주/전남/전북/제주도"
"10592",10592,"female",1978,38,"middle",1,"marriage","yes",799,"기타 기능관련 종사자",NA,7,"광주/전남/전북/제주도"
"10593",10593,"female",2006,10,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10597",10597,"female",1981,35,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10598",10598,"female",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10600",10600,"female",1973,43,"middle",1,"marriage","no",246,"보건의료관련 종사자",134.8,7,"광주/전남/전북/제주도"
"10602",10602,"female",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10604",10604,"female",2010,6,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10605",10605,"female",1975,41,"middle",3,"divorce","no",892,"인쇄 및 사진현상 관련 기계조작원",155,7,"광주/전남/전북/제주도"
"10607",10607,"female",1957,59,"middle",3,"divorce","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10609",10609,"female",1929,87,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10610",10610,"female",1965,51,"middle",3,"divorce","no",941,"청소원 및 환경 미화원",51,7,"광주/전남/전북/제주도"
"10611",10611,"female",1989,27,"young",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10612",10612,"female",1991,25,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10618",10618,"female",1976,40,"middle",1,"marriage","no",422,"이 미용 및 관련 서비스 종사자",NA,7,"광주/전남/전북/제주도"
"10619",10619,"female",2003,13,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10622",10622,"female",1967,49,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10623",10623,"female",1994,22,"young",5,NA,"yes",272,"금융 및 보험 전문가",198.3,7,"광주/전남/전북/제주도"
"10624",10624,"female",1995,21,"young",5,NA,"yes",272,"금융 및 보험 전문가",138.3,7,"광주/전남/전북/제주도"
"10625",10625,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10627",10627,"female",1922,94,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10628",10628,"female",1946,70,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10630",10630,"female",1977,39,"middle",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10632",10632,"female",2009,7,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10633",10633,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10635",10635,"female",1958,58,"middle",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10637",10637,"female",1956,60,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10638",10638,"female",1995,21,"young",5,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10640",10640,"female",1949,67,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10641",10641,"female",1925,91,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10642",10642,"female",1950,66,"old",2,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10643",10643,"female",1944,72,"old",2,NA,"no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10644",10644,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10645",10645,"female",1993,23,"young",5,NA,"no",521,"매장 판매 종사자",130,7,"광주/전남/전북/제주도"
"10648",10648,"female",1962,54,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10650",10650,"female",1936,80,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10651",10651,"female",1936,80,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10656",10656,"female",1943,73,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10658",10658,"female",1940,76,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10660",10660,"female",1935,81,"old",1,"marriage","no",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10661",10661,"female",1939,77,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10662",10662,"female",1931,85,"old",2,NA,"yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10663",10663,"female",1922,94,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10664",10664,"female",1926,90,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10665",10665,"female",1956,60,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10667",10667,"female",2003,13,"young",0,NA,"no",NA,NA,NA,2,"수도권(인천/경기)"
"10668",10668,"female",1972,44,"middle",1,"marriage","yes",132,"보험 및 금융 관리자",200,7,"광주/전남/전북/제주도"
"10671",10671,"female",1953,63,"old",3,"divorce","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10672",10672,"female",1963,53,"middle",3,"divorce","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10674",10674,"female",1940,76,"old",1,"marriage","yes",952,"음식관련 단순 종사원",20,7,"광주/전남/전북/제주도"
"10676",10676,"female",1958,58,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10677",10677,"female",1983,33,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10678",10678,"female",1985,31,"middle",5,NA,"no",259,"기타 교육 전문가",180,7,"광주/전남/전북/제주도"
"10681",10681,"female",1941,75,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10682",10682,"female",1945,71,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10684",10684,"female",1955,61,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10686",10686,"female",1939,77,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10687",10687,"female",1964,52,"middle",3,"divorce","yes",153,"환경 청소 및 경비 관련 관리자",160,7,"광주/전남/전북/제주도"
"10688",10688,"female",1991,25,"young",5,NA,"yes",243,"간호사",176.6,7,"광주/전남/전북/제주도"
"10690",10690,"female",1940,76,"old",1,"marriage","yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10693",10693,"female",1959,57,"middle",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10694",10694,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10696",10696,"female",1965,51,"middle",1,"marriage","yes",530,"방문 노점 및 통신 판매 관련 종사자",NA,7,"광주/전남/전북/제주도"
"10699",10699,"female",1968,48,"middle",3,"divorce","yes",312,"경영관련 사무원",120,7,"광주/전남/전북/제주도"
"10700",10700,"female",1997,19,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10701",10701,"female",1956,60,"old",2,NA,"yes",432,"여가 및 스포츠 관련 종사자",NA,7,"광주/전남/전북/제주도"
"10705",10705,"female",1979,37,"middle",1,"marriage","no",320,"금융 및 보험관련 사무 종사자",416.6,7,"광주/전남/전북/제주도"
"10709",10709,"female",1972,44,"middle",1,"marriage","no",313,"회계 및 경리 사무원",NA,7,"광주/전남/전북/제주도"
"10710",10710,"female",1997,19,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10711",10711,"female",1999,17,"young",0,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10713",10713,"female",1960,56,"middle",1,"marriage","yes",441,"주방장 및 조리사",NA,7,"광주/전남/전북/제주도"
"10714",10714,"female",1985,31,"middle",1,"marriage","no",392,"여행 안내 및 접수 사무원",266,1,"서울"
"10718",10718,"female",1970,46,"middle",1,"marriage","yes",311,"행정 사무원",141.6,7,"광주/전남/전북/제주도"
"10719",10719,"female",2000,16,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10720",10720,"female",2003,13,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10723",10723,"female",1942,74,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10725",10725,"female",1976,40,"middle",1,"marriage","no",510,"영업 종사자",100,7,"광주/전남/전북/제주도"
"10728",10728,"female",1949,67,"old",2,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10731",10731,"female",1944,72,"old",1,"marriage","yes",611,"작물재배 종사자",NA,7,"광주/전남/전북/제주도"
"10733",10733,"female",1937,79,"old",1,"marriage","yes",941,"청소원 및 환경 미화원",40,7,"광주/전남/전북/제주도"
"10736",10736,"female",1955,61,"old",1,"marriage","yes",521,"매장 판매 종사자",NA,7,"광주/전남/전북/제주도"
"10738",10738,"female",1989,27,"young",5,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10739",10739,"female",1961,55,"middle",2,NA,"no",941,"청소원 및 환경 미화원",90,7,"광주/전남/전북/제주도"
"10740",10740,"female",1983,33,"middle",5,NA,"no",246,"보건의료관련 종사자",152,7,"광주/전남/전북/제주도"
"10741",10741,"female",1988,28,"young",5,NA,"no",246,"보건의료관련 종사자",156.2,7,"광주/전남/전북/제주도"
"10742",10742,"female",1925,91,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10743",10743,"female",1937,79,"old",2,NA,"no",NA,NA,NA,7,"광주/전남/전북/제주도"
"10745",10745,"female",1979,37,"middle",1,"marriage","yes",259,"기타 교육 전문가",110,7,"광주/전남/전북/제주도"
"10746",10746,"female",2008,8,"young",0,NA,"yes",NA,NA,NA,7,"광주/전남/전북/제주도"
"10749",10749,"female",1941,75,"old",1,"marriage","no",NA,NA,NA,7,"광주/전남/전북/제주도"
